/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_450.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_450.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_450.jpg,0,0,0,25.94534
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_541.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_541.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_541.jpg,0,0,0,25.68483
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_633.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_633.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_633.jpg,0,0,0,25.4783
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_723.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_723.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_723.jpg,0,0,0,25.2225
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_814.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_814.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_814.jpg,0,0,0,25.0197
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_907.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_907.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_907.jpg,0,0,0,24.76849
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_13_999.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_13_999.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_13_999.jpg,-0.25,0,0,24.48711
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_14_089.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_14_089.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_14_089.jpg,-0.45,0.2700119,0,24.35978
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_14_177.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_14_177.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_14_177.jpg,-0.7,0.5324399,0,24.39567
/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/center_2021_04_27_10_42_14_264.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/left_2021_04_27_10_42_14_264.jpg,/home/tai/Downloads/Python_basic_summary/Open_CV/Seft_Driving_Car_Data/IMG/right_2021_04_27_10_42_14_264.jpg,-0.9000002,0.795933,0,24.62044
